9.81,-11.76
10.92,-12.07
9.34,-11.02
10.86,-10.63
9.39,-11.32
10.0,-13.05
9.93,-12.66
9.5,-13.52
10.6,-12.41
11.16,-13.02
10.2,-13.58
10.52,-13.54
10.86,-13.3
10.87,-12.77
9.58,-11.92
9.42,-11.99
9.85,-12.88
9.2,-12.2
8.24,-11.41
9.59,-11.32
8.83,-11.18
8.9,-10.99
8.29,-10.21
9.3,-9.6
9.35,-9.18
9.85,-10.1
10.13,-10.57
10.13,-10.57
9.8,-12.29
9.05,-12.08
8.45,-12.44
7.93,-10.82
7.92,-10.01
7.34,-8.47
7.76,-8.82
9.15,-8.23
8.46,-8.59
7.82,-6.98
9.06,-5.77
10.1,-5.74
10.63,-6.24
10.97,-7.16
9.15,-7.99
9.27,-7.87
8.99,-7.98
10.1,-8.44
10.25,-6.85
8.97,-5.93
9.19,-5.29
9.25,-5.63
9.46,-4.82
10.37,-4.53
11.64,-5.76
11.45,-6.45
10.4,-6.56
10.59,-6.43
9.88,-6.58
10.19,-6.67
10.16,-6.66
10.15,-6.67
9.65,-5.57
8.91,-6.26
7.13,-5.66
7.34,-5.37
6.72,-5.46
7.7,-4.5
7.71,-4.49
7.26,-4.78
7.48,-3.5
7.56,-3.19
6.98,-1.99
6.67,-0.26
6.62,-0.23
6.67,-0.05
7.03,-1.78
6.16,-1.24
5.12,-1.26
3.74,-1.71
4.11,-1.55
2.57,-1.09
1.6,-1.56
2.14,-2.64
2.09,-2.42
2.27,-2.76
2.76,-1.9
1.33,-0.71
2.44,-0.72
1.72,-0.67
2.34,-2.41
2.45,-4.06
3.8,-4.93
5.1,-4.81
5.48,-4.51
5.44,-3.67
4.01,-3.15
4.92,-3.05
5.23,-3.76
5.6,-3.8
5.6,-3.83
5.62,-4.37
6.6,-6.06
7.1,-5.61
6.44,-6.24
5.74,-6.29
5.82,-6.45
5.92,-5.62
4.39,-5.3
4.09,-5.38
3.18,-5.18
1.49,-4.99
-0.05,-5.84
-0.19,-5.95
-0.96,-5.61
0.3,-6.97
-0.31,-6.46
-1.29,-5.65
-1.16,-6.51
-2.13,-6.59
-1.99,-8.29
-1.89,-8.44
-2.99,-7.59
-2.96,-7.56
-2.76,-7.59
-1.96,-9.2
-1.94,-9.16
-2.06,-9.23
-3.45,-9.34
-2.82,-8.0
-3.05,-6.78
-2.89,-6.75
-2.58,-6.48
-2.2,-6.73
-2.12,-5.58
-1.83,-6.55
-1.99,-6.35
-2.2,-6.54
-1.67,-8.09
-0.86,-8.56
-0.52,-7.51
-0.3,-7.11
-0.31,-7.42
-0.3,-7.18
-0.19,-7.24
-0.24,-7.18
-1.25,-6.24
-1.38,-6.32
-0.18,-7.26
1.47,-7.12
2.67,-5.99
2.16,-5.02
1.12,-5.72
2.21,-5.35
2.22,-5.51
2.08,-7.1
1.76,-8.41
1.49,-7.12
1.46,-7.43
0.79,-6.39
-0.36,-6.16
-0.35,-6.12
-0.3,-5.1
-0.83,-3.2
-1.03,-3.26
-1.51,-4.17
-1.73,-4.91
-1.07,-3.7
-2.76,-3.63
-1.54,-2.26
-2.58,-2.62
-3.56,-2.28
-3.73,-2.51
-3.74,-2.5
-3.34,-3.76
-4.88,-3.4
-5.13,-3.23
-6.01,-1.87
-6.7,-1.8
-7.25,-1.9
-6.38,-3.48
-6.36,-2.88
-5.57,-4.04
-4.59,-5.15
-4.42,-4.19
-6.2,-3.56
-5.04,-5.07
-5.51,-4.96
-4.1,-5.33
-3.53,-5.41
-2.72,-5.87
-2.0,-6.99
-0.62,-6.37
0.02,-6.75
-0.15,-6.7
0.86,-5.79
-0.32,-5.79
-0.97,-5.63
-2.11,-6.42
-1.84,-6.31
-2.96,-6.62
-2.4,-6.34
-2.79,-7.29
-4.5,-6.37
-3.61,-5.95
-4.42,-5.66
-4.76,-6.36
-5.49,-8.14
-4.7,-8.12
-5.35,-7.44
-4.07,-7.83
-4.94,-6.29
-4.92,-6.47
-4.9,-6.56
-4.76,-6.47
-4.85,-6.51
-5.03,-8.25
-6.33,-7.86
-6.16,-9.49
-7.59,-8.84
-9.3,-8.63
-10.33,-8.15
-10.35,-7.82
-8.6,-7.82
-7.87,-7.61
-6.27,-7.18
-7.42,-7.64
-6.89,-8.17
-6.59,-8.59
-5.72,-7.66
-6.31,-6.96
-7.28,-6.23
-6.28,-6.86
-5.96,-7.7
-5.18,-7.57
-4.69,-6.72
-4.02,-7.53
-4.68,-7.85
-3.87,-8.31
-2.89,-9.7
-2.63,-10.66
-2.76,-10.76
-3.49,-11.24
-3.23,-10.47
-3.0,-10.98
-2.98,-11.11
-2.7,-10.05
-2.79,-9.41
-3.84,-8.99
-4.2,-8.66
-4.25,-8.11
-3.05,-7.84
-4.08,-7.56
-4.15,-6.49
-4.15,-6.56
-3.05,-8.15
-2.78,-6.7
-2.77,-6.7
-2.98,-6.54
-2.66,-6.62
-3.24,-5.43
-3.62,-3.89
-4.87,-2.61
-3.36,-2.83
-3.36,-2.83
-4.17,-4.45
-4.38,-4.46
-5.03,-3.24
-4.62,-2.3
-4.7,-2.27
-3.04,-2.87
-1.46,-3.73
0.12,-3.71
1.25,-4.01
1.3,-3.92
0.46,-2.66
0.81,-2.66
0.83,-2.64
0.72,-1.87
2.1,-1.52
3.66,-1.09
3.69,-1.38
3.78,-1.99
2.28,-1.34
3.97,-1.67
4.32,-0.58
5.73,-1.61
6.03,-2.9
6.06,-4.12
6.29,-5.05
5.55,-4.44
4.89,-5.11
6.06,-5.27
4.69,-5.84
4.23,-5.63
4.28,-5.5
4.02,-5.88
4.53,-5.16
3.98,-4.89
3.23,-4.71
2.4,-5.7
3.14,-5.3
4.67,-5.11
4.64,-5.07
5.61,-5.93
6.8,-5.15
6.29,-5.04
5.21,-4.71
4.68,-4.1
4.56,-3.12
4.64,-2.7
5.77,-1.87
5.16,-0.37
5.14,-1.11
4.01,0.13
4.44,0.63
4.66,0.74
4.36,0.77
5.45,1.17
5.45,1.19
5.85,0.94
5.85,0.93
5.52,0.76
5.31,-0.94
4.79,-0.91
3.41,-0.67
2.95,0.56
3.1,-1.07
3.6,-1.45
4.18,0.1
2.46,0.17
2.21,-0.72
2.92,-1.4
4.1,-2.13
4.32,-3.41
4.19,-3.4
2.73,-3.36
2.68,-3.07
2.66,-1.78
2.44,-1.52
3.41,-1.71
4.29,-1.99
3.55,-2.94
2.95,-3.65
4.42,-4.2
3.13,-4.08
3.33,-4.88
3.72,-4.76
3.4,-4.06
4.36,-5.45
4.38,-5.49
4.72,-5.28
5.02,-5.58
6.43,-4.33
5.02,-3.44
5.16,-3.76
5.11,-3.6
5.12,-3.6
6.39,-4.51
5.8,-4.25
4.32,-5.04
4.38,-5.11
3.31,-5.48
3.49,-3.99
3.55,-3.85
4.65,-3.0
5.56,-2.28
5.58,-2.23
6.95,-3.59
8.77,-2.93
8.15,-4.37
9.1,-4.75
10.03,-4.79
10.14,-4.4
11.8,-4.07
10.76,-4.9
11.18,-5.04
11.12,-5.15
10.81,-5.38
12.17,-6.65
11.02,-5.55
11.01,-5.27
11.4,-4.27
11.83,-4.42
10.04,-4.38
10.27,-5.52
10.03,-3.55
9.6,-4.02
10.71,-3.35
11.37,-4.47
11.54,-4.03
11.15,-4.24
11.32,-4.61
10.88,-3.69
10.86,-3.7
11.31,-3.61
11.06,-3.67
11.67,-4.85
12.22,-5.86
12.6,-4.07
12.72,-4.1
13.86,-5.25
13.58,-4.83
13.96,-4.7
15.47,-5.74
16.49,-7.13
16.71,-6.54
16.43,-7.33
15.41,-5.7
15.7,-5.61
15.57,-5.78
16.92,-5.94
18.54,-6.71
19.1,-6.01
18.83,-6.3
18.56,-6.31
18.49,-6.3
18.49,-6.3
18.4,-7.73
17.97,-7.05
17.71,-6.97
19.58,-7.6
18.77,-6.65
19.55,-5.31
19.92,-4.9
18.77,-3.61
19.33,-1.98
18.29,-1.0
18.24,0.07
18.42,-0.01
19.59,1.09
19.59,1.09
18.9,1.57
19.07,2.4
17.77,3.87
17.78,3.87
17.58,3.15
17.8,2.56
17.69,2.38
17.83,2.54
19.56,2.1
19.67,2.38
19.64,2.77
18.74,2.52
19.67,1.34
20.27,1.68
19.79,2.19
20.2,3.24
20.82,4.17
21.55,4.02
20.73,2.21
19.02,1.47
19.04,1.48
18.4,2.64
18.34,2.04
16.86,2.08
17.06,2.09
16.69,1.76
14.88,1.59
14.85,0.57
15.09,0.49
14.93,1.09
16.34,-0.13
16.47,-0.23
16.4,-0.42
16.3,-0.31
17.2,-0.09
16.45,-0.9
16.16,-0.75
15.17,-1.36
16.36,-0.95
16.39,-1.14
16.17,-1.13
15.88,-0.84
15.96,-2.03
17.38,-2.37
17.46,-2.39
18.34,-1.94
18.32,-1.17
17.42,0.03
19.11,-0.18
19.25,-0.01
20.75,0.45
20.15,1.84
21.31,3.34
21.52,2.7
21.11,3.15
20.71,4.01
20.36,3.99
20.4,4.19
19.59,4.21
18.03,3.06
16.61,2.59
14.97,2.27
14.22,1.82
14.09,1.67
13.76,1.51
15.39,1.5
14.47,2.94
15.89,4.11
15.9,4.09
16.11,3.08
16.77,1.22
15.88,0.76
17.02,0.92
17.02,0.91
16.79,0.81
16.87,2.79
17.23,3.08
17.08,1.56
18.93,1.88
19.71,3.27
19.0,3.99
18.06,4.29
18.04,6.02
18.51,4.79
18.44,4.55
18.28,4.57
18.75,3.88
18.77,2.12
19.24,2.65
20.08,4.31
20.11,4.22
21.55,4.1
21.03,2.61
20.92,2.29
19.57,1.71
18.92,0.85
18.67,1.24
18.9,0.69
18.87,0.3
18.67,0.14
18.23,0.56
18.55,0.68
19.73,0.08
18.4,-1.04
16.58,-0.58
16.24,-1.48
16.03,-0.79
14.65,-1.74
14.66,-1.74
15.13,-1.43
14.17,-1.53
14.54,-2.1
16.02,-3.34
16.33,-3.32
16.03,-2.96
15.76,-2.93
17.42,-1.99
18.93,-1.57
19.78,-1.67
20.81,-0.2
19.65,-0.99
18.27,-1.92
18.87,-1.54
18.73,-2.22
18.34,-1.88
19.75,-1.27
21.45,-2.18
21.27,-2.16
21.62,-3.98
21.13,-4.27
21.43,-4.2
21.01,-4.17
19.49,-2.92
18.55,-2.55
18.59,-2.54
16.84,-2.64
16.1,-2.5
15.4,-1.13
15.15,-0.09
15.35,-0.21
16.79,0.19
16.55,-0.31
15.97,-0.48
17.6,-0.69
18.06,0.9
18.19,1.34
18.51,3.11
18.6,3.45
18.95,4.2
19.77,5.91
19.32,5.67
20.42,5.42
20.42,6.41
19.17,7.02
20.38,7.22
19.9,8.3
20.42,7.71
19.62,8.31
19.61,8.52
19.92,8.18
20.71,9.16
20.79,9.24
20.37,9.17
20.28,9.3
20.07,8.47
20.02,8.44
19.55,7.27
19.48,6.92
18.52,7.08
17.93,6.54
19.11,6.42
17.78,5.36
16.59,5.64
16.86,6.27
16.81,6.19
16.78,7.54
16.94,7.56
17.33,7.55
17.38,7.58
18.28,6.18
18.17,6.24
17.14,7.9
15.45,8.56
13.5,8.37
13.45,8.49
11.91,8.96
11.51,7.95
11.65,8.4
11.81,8.62
12.43,9.26
11.71,10.05
10,10
